"Reporting starts","Reporting ends","Campaign name",Platform,Placement,"Device platform","Impression device","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_MW_LPView_EN_Feed_7-10-25,Instagram,"Instagram Stories",In-app,iPhone,inactive,25,Daily,13.14,"7-day click or 1-day view",7.821429,1680,1.333333,1260,0.03928571,66,48,actions:landing_page_view,0.27375,2025-07-18
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_MW_LPView_EN_Feed_7-10-25,Instagram,"Instagram Stories","Mobile web",iPhone,inactive,25,Daily,0,"7-day click or 1-day view",0,1,0,0,0,,,,,2025-07-18
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Feed,In-app,"Android Smartphone",inactive,10,Daily,2.91,"7-day click, 1-day view, or 1-day engaged-view",9.297125,313,1.397321,224,0.03194888,10,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Feed,In-app,iPad,inactive,10,Daily,0.08,"7-day click, 1-day view, or 1-day engaged-view",8,10,1.428571,7,0.1,1,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Feed,In-app,iPhone,inactive,10,Daily,22.85,"7-day click, 1-day view, or 1-day engaged-view",9.836418,2323,1.447352,1605,0.02281533,53,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Feed,"Mobile web",iPhone,inactive,10,Daily,0.03,"7-day click, 1-day view, or 1-day engaged-view",6,5,1,5,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Explore,In-app,"Android Smartphone",inactive,10,Daily,0,"7-day click, 1-day view, or 1-day engaged-view",0,6,1.5,4,0.16666667,1,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,Explore,In-app,iPhone,inactive,10,Daily,0.34,"7-day click, 1-day view, or 1-day engaged-view",6.296296,54,1.08,50,0.01851852,1,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Explore home",In-app,"Android Smartphone",inactive,10,Daily,0,"7-day click, 1-day view, or 1-day engaged-view",0,1,1,1,0,,,,,2025-07-31
2025-04-01,2025-09-17,IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,Instagram,"Explore home",In-app,iPhone,inactive,10,Daily,0.01,"7-day click, 1-day view, or 1-day engaged-view",1,10,1,10,0,,,,,2025-07-31
