"Campaign name","Ad Set Name","Ad name",Placement,"Delivery status","Delivery level","Ad Set Name","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks","Landing page views rate per link clicks","Result type",Results,"Cost per result","Adds to cart","Reporting starts","Reporting ends"
IG_US_Portland_SEP6_7PM_C25_MW_LPView_EN_Feed_7-10-25,WM_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+EventsMaxMedia_7-10-25,"CRS_EN_PORT_SEP6_7PM_PissGuy_7-1-25 - Copy 2","Instagram Stories",not_delivering,ad,WM_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+EventsMaxMedia_7-10-25,3.55,"7-day click or 1-day view",6.80076628,522,1.19450801,437,0.02681992,14,,"Landing page views",11,0.32272727,4,2025-04-01,2025-09-17
"SE-Stockholm-Traffic-EN-MAY2025-Target - 2nd - Support2",Targeted,"I-Video-Jew Muslim","Instagram Reels",not_delivering,ad,Targeted,3.50013062,"7-day click or 1-day view",4.85455009,721,1.14082278,632,0.11511789,83,,"Landing page views",64,0.05468954,,2025-04-01,2025-09-17
"US-SanJose-Traffic-May2025-Target - 2nd - Support2",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,3.46,"7-day click or 1-day view",5.61688312,616,1.27272727,484,0.08116883,50,,"Landing page views",43,0.08046512,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,3.45505124,"7-day click or 1-day view",3.61785471,955,1.10532407,864,0.05445026,52,,"Landing page views",54,0.06398243,,2025-04-01,2025-09-17
ES-Madrid-EN-Traffic-MAY2025-Target-Support,Targeted,"T-Promo Video","Instagram Stories",not_delivering,ad,Targeted,3.44,"7-day click or 1-day view",2.97577855,1156,1.25108225,924,0.03719723,43,,"Landing page views",45,0.07644444,22,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-JUN2025-Interest - Support",Interest,"I-CRS - Gherti","Instagram Stories",inactive,ad,Interest,3.41,"7-day click or 1-day view",4.89942529,696,1.17171717,594,0.05603448,39,,"Landing page views",37,0.09216216,,2025-04-01,2025-09-17
"TR-Istanbul-EN-Traffic-MAY2025-Interest - 2ND - Support",Interest,"I-CRS - Indian Columbian",Feed,not_delivering,ad,Interest,3.38,"7-day click or 1-day view",0.82018927,4121,1.17843866,3497,0.06090755,251,,"Landing page views",195,0.01733333,,2025-04-01,2025-09-17
"IT-Rome-Traffic-EN-MAY2025-Target - Support2","Targeted - PagevIews","T-Promo Video - Copy","Instagram Reels",not_delivering,ad,"Targeted - PagevIews",3.36040886,"7-day click or 1-day view",1.07705412,3120,1.33561644,2336,0.03269231,102,,"Landing page views",82,0.0409806,5,2025-04-01,2025-09-17
"US-Fresno-Traffic-MAY2025-Target - Support3",Targeted,T-Flyer,"Facebook Reels",not_delivering,ad,Targeted,3.31,"7-day click or 1-day view",4.18457649,791,1.48127341,534,0.0505689,40,,"Landing page views",39,0.08487179,,2025-04-01,2025-09-17
"US-LA-Traffic-May2025- Black - Support",Interest-Black,Black-Flyer,"Instagram Reels",not_delivering,ad,Interest-Black,3.26511373,"7-day click or 1-day view",5.25783209,621,1.16074766,535,0.09822866,61,,"Landing page views",53,0.06160592,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support",Interest,I-Flyer,Feed,not_delivering,ad,Interest,3.24543624,"7-day click or 1-day view",4.46414889,727,1.21368948,599,0.04264099,31,,"Landing page views",31,0.10469149,,2025-04-01,2025-09-17
"BHZ-Ggsh-FA-Traffic-May2025-Interest - Clicks - Support",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,3.2,"7-day click or 1-day view",4.3956044,728,1.21131448,601,0.04945055,36,,"Link clicks",36,0.08888889,,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,M_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,"Flyer_EN_PORT_SEP6_7PM_PissGuy_7-2-25 - Copy",Feed,not_delivering,ad,M_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,3.2,"7-day click, 1-day view, or 1-day engaged-view",8.79120879,364,1.15189873,316,0.01648352,6,,"Website leads",,,3,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-JUN2025-Interest - Support2",Interest,"I-CRS - Testosterone","Facebook Reels",not_delivering,ad,Interest,3.1601505,"7-day click or 1-day view",3.89660974,811,1.77850877,456,0.06781751,55,,"Landing page views",21,0.15048336,,2025-04-01,2025-09-17
"SE-Gothenburg-EN-Traffic-JUN2025-Interest - Support",Interest,I-Flyer,Feed,not_delivering,ad,Interest,3.16,"7-day click or 1-day view",3.61970218,873,1.17972973,740,0.05498282,48,,"Landing page views",41,0.07707317,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-JUN2025-Interest - Support",Interest,"I-CRS - KhanumRusi","Facebook Reels",inactive,ad,Interest,3.15,"7-day click or 1-day view",1.04097819,3026,2.11312849,1432,0.02676801,81,,"Landing page views",51,0.06176471,,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Interest - 2nd - Support",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,3.12043624,"7-day click or 1-day view",4.16058166,750,1.11773472,671,0.07066667,53,,"Landing page views",44,0.07091901,,2025-04-01,2025-09-17
"TR-Istanbul-EN-Traffic-MAY2025-Interest - 2ND - Support",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,3.11,"7-day click or 1-day view",0.62764884,4955,1.28768191,3848,0.05408678,268,,"Landing page views",253,0.01229249,15,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,3.07,"7-day click or 1-day view",3.56976744,860,1.15902965,742,0.05581395,48,,"Landing page views",37,0.08297297,,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Interest - 2nd - Support- FB",Interest-FB,I-Flyer,Feed,not_delivering,ad,Interest-FB,3.03,"7-day click or 1-day view",3.65060241,830,1.15921788,716,0.04819277,40,,"Landing page views",39,0.07769231,,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Target- 2nd - Support",Target,"T-Video-Blind Liar",Explore,not_delivering,ad,Target,3,"7-day click or 1-day view",3.7593985,798,1.4,570,0.00626566,5,,"Landing page views",2,1.5,,2025-04-01,2025-09-17
"BHZ-Ggsh-FA-Traffic-May2025-Target - Clicks - Support",Targeted,"T-CRS - BHZ-Ggsh",Marketplace,not_delivering,ad,Targeted,2.94,"7-day click or 1-day view",4.94117647,595,1.72965116,344,0.04705882,28,,"Link clicks",28,0.105,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-3-25,Flyer_EN_PORT_SEP6_7PM_PissGuy_7-3-25,Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-3-25,2.91,"7-day click, 1-day view, or 1-day engaged-view",10.21052632,285,1.18257261,241,0.0245614,7,,"Website leads",1,2.91,5,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,I-Flyer,"Instagram Reels",not_delivering,ad,Interest,2.86418741,"7-day click or 1-day view",3.12002986,918,1.08382527,847,0.06318083,58,,"Landing page views",53,0.05404127,,2025-04-01,2025-09-17
"US-Fresno-Traffic-MAY2025-Target - Support3",Targeted,T-Flyer,Feed,not_delivering,ad,Targeted,2.86,"7-day click or 1-day view",4.33333333,660,1.2992126,508,0.06212121,41,,"Landing page views",35,0.08171429,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support2",Interest,I-Flyer,Feed,not_delivering,ad,Interest,2.86,"7-day click or 1-day view",3.05229456,937,1.07949309,868,0.04695838,44,,"Landing page views",37,0.0772973,,2025-04-01,2025-09-17
"US-SanJose-Traffic-May2025-Interest - 2nd - Support2",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.85169643,"7-day click or 1-day view",3.57355442,798,1.3830156,577,0.06641604,53,,"Landing page views",46,0.0619934,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-Jun2025-Target - Support",Targeted,"T-CRS - Gherti",Marketplace,inactive,ad,Targeted,2.83,"7-day click or 1-day view",4.07194245,695,2.13190184,326,0.04028777,28,,"Landing page views",25,0.1132,,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,M_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,"Video_EN_PORT_SEP6_7PM_PissGuy_7-2-25 - Copy",Feed,not_delivering,ad,M_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,2.83,"7-day click, 1-day view, or 1-day engaged-view",12.25108225,231,1.10526316,209,0.03030303,7,,"Website leads",,,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support4",Interest,"I-Video-Piss Guy","Instagram Reels",not_delivering,ad,Interest,2.71051649,"7-day click or 1-day view",3.16279637,857,1.07934509,794,0.1201867,103,,"Landing page views",64,0.04235182,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,2.68,"7-day click or 1-day view",3.66621067,731,1.11094225,658,0.05745554,42,,"Landing page views",38,0.07052632,,2025-04-01,2025-09-17
"US-Fresno-Traffic-MAY2025-Interest - Support4",Interest,"I-CRS - GYNCO",Feed,not_delivering,ad,Interest,2.67,"7-day click or 1-day view",8.47619048,315,1.17537313,268,0.14920635,47,,"Landing page views",46,0.05804348,,2025-04-01,2025-09-17
"SE-Gothenburg-EN-Traffic-JUN2025-Interest - Support",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.65,"7-day click or 1-day view",2.81316348,942,1.39555556,675,0.04140127,39,,"Landing page views",36,0.07361111,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support2",Interest,I-Video-Liar,Explore,not_delivering,ad,Interest,2.58,"7-day click or 1-day view",4.88636364,528,1.11864407,472,0.09469697,50,,"Landing page views",38,0.06789474,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,Flyer_EN_PORT_SEP6_7PM_PissGuy_7-3-25,Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,2.58,"7-day click, 1-day view, or 1-day engaged-view",12.40384615,208,1.1005291,189,0.03365385,7,,"Website leads",,,3,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Interest - 2nd - Support- FB",Interest-FB,I-Flyer,"Facebook Reels",not_delivering,ad,Interest-FB,2.58,"7-day click or 1-day view",3.36814621,766,1.16768293,656,0.04960836,38,,"Landing page views",35,0.07371429,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Target - 2nd - Support4",Targeted,T-Flyer,"Instagram Reels",not_delivering,ad,Targeted,2.57,"7-day click or 1-day view",3.10012063,829,1.09366755,758,0.06996381,58,,"Landing page views",48,0.05354167,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,2.5642953,"7-day click or 1-day view",4.83829302,530,1.1546841,459,0.06037736,32,,"Landing page views",27,0.0949739,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,"I-CRS - Father Love","Facebook Reels",not_delivering,ad,Interest,2.56083873,"7-day click or 1-day view",3.97029261,645,1.02056962,632,0.06976744,45,,"Landing page views",25,0.10243355,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support3",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.54,"7-day click or 1-day view",3.01304864,843,1.17083333,720,0.03914591,33,,"Landing page views",34,0.07470588,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support",Interest,"I-CRS - Gherti",Marketplace,not_delivering,ad,Interest,2.53331383,"7-day click or 1-day view",4.70002566,539,1.65337423,326,0.04638219,25,,"Landing page views",21,0.12063399,,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_MW_LPView_EN_Feed_7-10-25,WM_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+EventsMaxMedia_7-10-25,Video_EN_PORT_SEP6_7PM_PissGuy_7-1-25,"Instagram Reels",not_delivering,ad,WM_21-45_EN_Feed_SEP6_Portland_7PM_Comedy+EventsMaxMedia_7-10-25,2.5,"7-day click or 1-day view",6.02409639,415,1,415,0.02650602,11,,"Landing page views",5,0.5,2,2025-04-01,2025-09-17
"TR-Istanbul-FA-Traffic-Jun2025-Interest - 2nd-IG - Support","Interest - IG","I-Flyer - IG","Instagram Stories",not_delivering,ad,"Interest - IG",2.49627204,"7-day click or 1-day view",1.2218659,2043,1.58372093,1290,0.06167401,126,,"Landing page views",120,0.02080227,130,2025-04-01,2025-09-17
US-Portland-SignUp-EN-SEP2025-Target,Targeted,T-Flyer,"Facebook Stories",not_delivering,ad,Targeted,2.49069357,"7-day click or 1-day view",6.88036898,362,1.19078947,304,0.0359116,13,,"Landing page views",8,0.3113367,1,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,M_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,"Flyer_EN_PORT_SEP6_7PM_PissGuy_7-2-25 - Copy","Instagram Stories",not_delivering,ad,M_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,2.45,"7-day click, 1-day view, or 1-day engaged-view",8.90909091,275,1.18534483,232,0.00727273,2,,"Website leads",,,3,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Interest - 2nd - Support",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.40805369,"7-day click or 1-day view",2.33564859,1031,1.42403315,724,0.0271581,28,,"Landing page views",25,0.09632215,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_LPView_EN_Feed_7-1-25,"W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-1-25 - Copy","CRS_EN_PORT_SEP6_7PM_PissGuy_7-1-25 - Copy 2",Feed,not_delivering,ad,"W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-1-25 - Copy",2.4,"7-day click or 1-day view",6.09137056,394,1.08839779,362,0.09390863,37,,"Landing page views",35,0.06857143,1,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-Jun2025-Target - Support2",Targeted,T-Flyer,"Facebook Reels",not_delivering,ad,Targeted,2.39,"7-day click or 1-day view",3.65443425,654,1.30278884,502,0.03363914,22,,"Landing page views",18,0.13277778,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-3-25,"Flyer_EN_PORT_SEP6_7PM_PissGuy_7-2-25 - Copy",Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-3-25,2.38,"7-day click, 1-day view, or 1-day engaged-view",10.91743119,218,1.1657754,187,0.05963303,13,,"Website leads",1,2.38,6,2025-04-01,2025-09-17
"GR-Athen-EN-Traffic-MAY2025-Interest - Support2",Interest,"I-CRS - Shady Friends",Feed,not_delivering,ad,Interest,2.36,"7-day click or 1-day view",2.95739348,798,1.06970509,746,0.05889724,47,,"Landing page views",28,0.08428571,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-Jun2025-Target - Support2",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,2.34,"7-day click or 1-day view",5.66585956,413,1.16338028,355,0.04842615,20,,"Landing page views",18,0.13,,2025-04-01,2025-09-17
"BHZ-Ggsh-FA-Traffic-May2025-Target - Clicks - Support",Targeted,T-Video,Marketplace,not_delivering,ad,Targeted,2.34,"7-day click or 1-day view",6.51810585,359,1.35984848,264,0.05571031,20,,"Link clicks",20,0.117,,2025-04-01,2025-09-17
"US-SanJose-Traffic-May2025-Interest - 2nd - Support",Interest,I-Flyer,"Instagram Stories",not_delivering,ad,Interest,2.34,"7-day click or 1-day view",5.66585956,413,1.18,350,0.08232446,34,,"Landing page views",31,0.07548387,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-3-25,CRS_EN_PORT_SEP6_7PM_PissGuy_7-3-25,Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-3-25,2.33,"7-day click, 1-day view, or 1-day engaged-view",10.78703704,216,1.15508021,187,0.10648148,23,,"Website leads",,,1,2025-04-01,2025-09-17
"NW-Oslo-Traffic-EN-MAY2025-Target - 2nd - Support",Targeted,T-Flyer,"Instagram Reels",not_delivering,ad,Targeted,2.32,"7-day click or 1-day view",3.88609715,597,1.12641509,530,0.11557789,69,,"Landing page views",59,0.03932203,,2025-04-01,2025-09-17
US-Portland-SignUp-EN-SEP2025-Target,Targeted,T-Flyer,"Facebook Notifications",not_delivering,ad,Targeted,2.31064343,"7-day click or 1-day view",5.87949983,393,1.3277027,296,0.03562341,14,,"Landing page views",9,0.25673816,1,2025-04-01,2025-09-17
"TR-Istanbul-EN-Traffic-JUN2025-Target - 2ND - Support",Targeted,T-Flyer,"Instagram Reels",not_delivering,ad,Targeted,2.31,"7-day click or 1-day view",0.56163384,4113,1.14760045,3584,0.06199854,255,,"Landing page views",227,0.01017621,9,2025-04-01,2025-09-17
"US-Fresno-Traffic-MAY2025-Target - Support2",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,2.3,"7-day click or 1-day view",5.26315789,437,1.13506494,385,0.08009153,35,,"Landing page views",32,0.071875,,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-2-25,W_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,"Flyer_EN_PORT_SEP6_7PM_PissGuy_7-2-25 - Copy","Instagram Reels",not_delivering,ad,W_21-45_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-2-25,2.28,"7-day click, 1-day view, or 1-day engaged-view",8.8030888,259,1.15111111,225,0.03088803,8,,"Website leads",,,7,2025-04-01,2025-09-17
"NW-Oslo-Traffic-EN-MAY2025-Target - 2nd - Support",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,2.27,"7-day click or 1-day view",4.19593346,541,1.13179916,478,0.1090573,59,,"Landing page views",53,0.04283019,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,"I-CRS - Father Love","Facebook Reels",not_delivering,ad,Interest,2.24043321,"7-day click or 1-day view",3.9237009,571,1.09807692,520,0.11033275,63,,"Landing page views",30,0.07468111,5,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-Jun2025-Target - Support2",Targeted,"T-Video -",Marketplace,not_delivering,ad,Targeted,2.24,"7-day click or 1-day view",5.37170264,417,2.54268293,164,0.0263789,11,,"Landing page views",10,0.224,,2025-04-01,2025-09-17
"BHZ-Ggsh-FA-Traffic-May2025-Interest - Clicks - Support",Interest,I-Video,"Facebook Reels",not_delivering,ad,Interest,2.24,"7-day click or 1-day view",4.19475655,534,1.2961165,412,0.02996255,16,,"Link clicks",16,0.14,,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Interest - 2nd - Support5",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.23326501,"7-day click or 1-day view",3.05926713,730,1.14779874,636,0.05068493,37,,"Landing page views",30,0.07444217,,2025-04-01,2025-09-17
"TR-Istanbul-EN-Traffic-MAY2025-Interest - 2ND - Support",Interest,"I-Video-Indian Columbian",Explore,not_delivering,ad,Interest,2.23004469,"7-day click or 1-day view",0.46498013,4796,1.17089844,4096,0.05254379,252,,"Landing page views",159,0.01402544,1,2025-04-01,2025-09-17
"NW-Oslo-Traffic-EN-MAY2025-Target - 2nd - Support2","Targeted - Pageviews",T-Flyer,"Instagram Reels",not_delivering,ad,"Targeted - Pageviews",2.22,"7-day click or 1-day view",3.14002829,707,1.43699187,492,0.02404526,17,,"Landing page views",18,0.12333333,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-Jun2025-Target - Support2",Targeted,"T-CRS - AsaMosa",Marketplace,not_delivering,ad,Targeted,2.21,"7-day click or 1-day view",5.02272727,440,2.13592233,206,0.03181818,14,,"Landing page views",12,0.18416667,,2025-04-01,2025-09-17
"SE-Gothenburg-EN-Traffic-JUN2025-Interest - Support",Interest,"I-CRS - Nor.Names","Facebook Reels",not_delivering,ad,Interest,2.19188422,"7-day click or 1-day view",1.51687489,1445,1.84076433,785,0.02975779,43,,"Landing page views",33,0.06642073,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support",Interest,I-Flyer,"Facebook Reels",not_delivering,ad,Interest,2.15360738,"7-day click or 1-day view",2.73300429,788,1.23899371,636,0.0393401,31,,"Landing page views",31,0.06947121,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-Jun2025-Target - Support2",Targeted,T-Flyer,"Facebook Notifications",not_delivering,ad,Targeted,2.1404163,"7-day click or 1-day view",5.50235552,389,1.1577381,336,0.02056555,8,,"Landing page views",5,0.42808326,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-JUN2025-Interest - Support2",Interest,"I-CRS - MotherZan","Facebook Notifications",not_delivering,ad,Interest,2.11035781,"7-day click or 1-day view",6.17063687,342,1.21276596,282,0.0380117,13,,"Landing page views",12,0.17586315,,2025-04-01,2025-09-17
"US-SanJose-Traffic-May2025-Target - 2nd - Support",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,2.09,"7-day click or 1-day view",5.02403846,416,1.08051948,385,0.07932692,33,,"Landing page views",30,0.06966667,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-JUN2025-Interest - Support2",Interest,"I-CRS - Testosterone","Instagram Stories",not_delivering,ad,Interest,2.08009906,"7-day click or 1-day view",5.22637955,398,1.05851064,376,0.03768844,15,,"Landing page views",14,0.1485785,,2025-04-01,2025-09-17
"SE-Stockholm-FA-Traffic-MAY2025-Interest - Support2",Interest,"I-CRS - Dry Market",Feed,inactive,ad,Interest,2.08,"7-day click or 1-day view",6.45962733,322,1.15412186,279,0.09937888,32,,"Landing page views",23,0.09043478,,2025-04-01,2025-09-17
ES-Madrid-EN-Traffic-MAY2025-Target-Support,Targeted,T-Flyer,"Facebook Reels",not_delivering,ad,Targeted,2.06,"7-day click or 1-day view",1.28029832,1609,1.52367424,1056,0.04226227,68,,"Landing page views",60,0.03433333,24,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,CRS_EN_PORT_SEP6_7PM_PissGuy_7-3-25,Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_Comedy+Events_7-3-25,2.05,"7-day click, 1-day view, or 1-day engaged-view",11.98830409,171,1.13245033,151,0.08187135,14,,"Website leads",,,3,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-Jun2025-Target - Support",Targeted,T-Flyer,"Facebook Stories",not_delivering,ad,Targeted,2.04734694,"7-day click or 1-day view",5.24960754,390,1.17117117,333,0.03589744,14,,"Landing page views",13,0.15748823,,2025-04-01,2025-09-17
"TR-Istanbul-EN-Traffic-JUN2025-Target - 2ND - Support2",Targeted,T-Flyer,"Instagram Stories",not_delivering,ad,Targeted,2.04,"7-day click or 1-day view",0.57078903,3574,1.16568819,3066,0.06827084,244,,"Landing page views",237,0.00860759,236,2025-04-01,2025-09-17
IG_US_Portland_SEP6_7PM_C25_M_Leads_EN_Feed_7-3-25,M_21-45_EN_Feed_SEP6_Portland_7PM_AdditionalInterest_7-3-25,Video_EN_PORT_SEP6_7PM_PissGuy_7-2-25,Feed,not_delivering,ad,M_21-45_EN_Feed_SEP6_Portland_7PM_AdditionalInterest_7-3-25,2.02,"7-day click, 1-day view, or 1-day engaged-view",8.9380531,226,1.09178744,207,0.00884956,2,,"Website leads",,,,2025-04-01,2025-09-17
US-Portland-SignUp-EN-SEP2025-Target,Targeted,T-Flyer,"Ads on Reels",not_delivering,ad,Targeted,2.00055708,"7-day click or 1-day view",1.02121342,1959,1.54984177,1264,0.00816743,16,,"Landing page views",11,0.18186883,1,2025-04-01,2025-09-17
"SE-Stockholm-EN-Traffic-MAY2025-Target- 2nd - Support",Target,"T-Video-Blind Liar","In-stream reels",not_delivering,ad,Target,2,"7-day click or 1-day view",6.00600601,333,1.52752294,218,0.01501502,5,,"Landing page views",2,1,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-Jun2025-Target - Support2",Targeted,"T-CRS - Testosterone","Facebook Notifications",not_delivering,ad,Targeted,1.99992535,"7-day click or 1-day view",9.00867276,222,1.13265306,196,0.03603604,8,,"Landing page views",5,0.39998507,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_LPView_EN_Feed_7-1-25,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-1-25,"Video_EN_PORT_SEP6_7PM_PissGuy_7-1-25 - Copy",Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_MediaLover_7-1-25,1.97,"7-day click or 1-day view",7.57692308,260,1.25,208,0.12692308,33,,"Landing page views",31,0.06354839,,2025-04-01,2025-09-17
FB_US_Portland_SEP6_7PM_C25_W_Leads_EN_Feed_7-3-25,W_30-50_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-3-25,CRS_EN_PORT_SEP6_7PM_PissGuy_7-3-25,Feed,not_delivering,ad,W_30-50_EN_Feed_SEP6_Portland_7PM_BrandMaxAmini_7-3-25,1.97,"7-day click, 1-day view, or 1-day engaged-view",11.65680473,169,1.14965986,147,0.08284024,14,,"Website leads",,,1,2025-04-01,2025-09-17
"CA-Vancouver-Traffic-June2025-Target - 2nd - Support4",Targeted,T-Flyer,Feed,not_delivering,ad,Targeted,1.96,"7-day click or 1-day view",2.86549708,684,1.2,570,0.07163743,49,,"Landing page views",44,0.04454545,,2025-04-01,2025-09-17
"SE-Stockholm-Traffic-EN-MAY2025-Target - 2nd - Support2",Targeted,"I-Video-Jew Muslim","In-stream reels",not_delivering,ad,Targeted,1.9400724,"7-day click or 1-day view",3.09915719,626,1.77840909,352,0.04952077,31,,"Landing page views",21,0.0923844,,2025-04-01,2025-09-17
"SE-Gothenburg-FA-Traffic-Jun2025-Target - Support2",Targeted,T-Flyer,Explore,not_delivering,ad,Targeted,1.9203735,"7-day click or 1-day view",4.52918278,424,1.15217391,368,0.02830189,12,,"Landing page views",9,0.21337483,4,2025-04-01,2025-09-17
