"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
IG_FB_US_LA_UpStairs_25-38_InstantForm,"22:00:00 - 22:59:59",LA_UpStairs_25-38_Hispanics_Female,LA_UpStairs_25-38_Flyer_Hispanics_Woman,120232784158330429,120232784158520429,120232784158370429,inactive,ad,LA_UpStairs_25-38_Hispanics_Female,"7-day click or 1-day view","Meta Leads",6,187,194,0.36666667,-,-,-,2.2,1.03743316,8,0.275,0.04123711,17,11.34020619,4.12371134,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"21:00:00 - 21:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",9,159,166,0.23988018,-,-,-,2.15892162,1.04402516,26,0.08303545,0.15662651,42,13.00555191,15.6626506,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"22:00:00 - 22:59:59",LA_UpStairs_25-38_White,LA_UpStairs_25-38_Flyer_White,120232784158330429,120232784158490429,120232784158400429,inactive,ad,LA_UpStairs_25-38_White,"7-day click or 1-day view","Meta Leads",3,177,186,0.70666667,-,-,-,2.12,1.05084746,14,0.15142857,0.07526882,20,11.39784946,7.52688172,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"17:00:00 - 17:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",5,197,209,0.416,-,-,-,2.08,1.06091371,24,0.08666667,0.11483254,30,9.95215311,11.48325359,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"21:00:00 - 21:59:59",LA_UpStairs_25-38_European,LA_UpStairs_25-38_Flyer_European,120232784158330429,120232784158500429,120232784158440429,inactive,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",5,183,190,0.41445161,-,-,-,2.07225806,1.03825137,20,0.1036129,0.10526316,27,10.90662139,10.52631579,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"19:00:00 - 19:59:59",LA_UpStairs_25-38_Hispanics_Female,LA_UpStairs_25-38_Flyer_Hispanics_Woman,120232784158330429,120232784158520429,120232784158370429,inactive,ad,LA_UpStairs_25-38_Hispanics_Female,"7-day click or 1-day view","Meta Leads",1,170,182,2.05,-,-,-,2.05,1.07058824,5,0.41,0.02747253,9,11.26373626,2.74725275,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"18:00:00 - 18:59:59",LA_UpStairs_25-38_European,LA_UpStairs_25-38_Flyer_European,120232784158330429,120232784158500429,120232784158440429,inactive,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",8,168,178,0.24539898,-,-,-,1.96319185,1.05952381,33,0.05949066,0.18539326,39,11.0291677,18.53932584,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"00:00:00 - 00:59:59",LA_UpStairs_25-38_SingleWomanWestHollywood,"LA_UpStairs_25-38_Flyer_SingleWoman - Copy",120232784158330429,120232784158540429,120232784158450429,not_delivering,ad,LA_UpStairs_25-38_SingleWomanWestHollywood,"7-day click or 1-day view","Meta Leads",1,94,107,1.9441206,-,-,-,1.9441206,1.13829787,2,0.9720603,0.01869159,3,18.16935143,1.86915888,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"20:00:00 - 20:59:59",LA_UpStairs_25-38_White,LA_UpStairs_25-38_Flyer_White,120232784158330429,120232784158490429,120232784158400429,inactive,ad,LA_UpStairs_25-38_White,"7-day click or 1-day view","Meta Leads",2,181,185,0.94,-,-,-,1.88,1.02209945,10,0.188,0.05405405,14,10.16216216,5.40540541,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"18:00:00 - 18:59:59",LA_UpStairs_25-38_Hispanics_Female,LA_UpStairs_25-38_Flyer_Hispanics_Woman,120232784158330429,120232784158520429,120232784158370429,inactive,ad,LA_UpStairs_25-38_Hispanics_Female,"7-day click or 1-day view","Meta Leads",3,181,186,0.62333333,-,-,-,1.87,1.02762431,5,0.374,0.02688172,9,10.05376344,2.68817204,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"19:00:00 - 19:59:59",LA_UpStairs_25-38_European,LA_UpStairs_25-38_Flyer_European,120232784158330429,120232784158500429,120232784158440429,inactive,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",5,172,180,0.36289304,-,-,-,1.8144652,1.04651163,22,0.08247569,0.12222222,32,10.0803622,12.22222222,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"19:00:00 - 19:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",5,142,148,0.35782127,-,-,-,1.78910634,1.04225352,14,0.12779331,0.09459459,21,12.08855635,9.45945946,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"18:00:00 - 18:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",4,163,175,0.44,-,-,-,1.76,1.07361963,17,0.10352941,0.09714286,25,10.05714286,9.71428571,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"15:00:00 - 15:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",2,160,166,0.875,-,-,-,1.75,1.0375,18,0.09722222,0.10843373,20,10.54216867,10.84337349,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"20:00:00 - 20:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",3,156,156,0.57971043,-,-,-,1.7391313,1,11,0.15810285,0.07051282,15,11.14827758,7.05128205,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"14:00:00 - 14:59:59",LA_UpStairs_25-38_European,"LA_UpStairs_25-38_FlyerV2_European - Copy",120232784158330429,120232784158500429,120232907552640429,not_delivering,ad,LA_UpStairs_25-38_European,"7-day click or 1-day view","Meta Leads",7,161,171,0.24714286,-,-,-,1.73,1.0621118,24,0.07208333,0.14035088,41,10.11695906,14.03508772,,,,2025-05-01,2025-09-20
IG_FB_US_LA_UpStairs_25-38_InstantForm,"18:00:00 - 18:59:59",LA_UpStairs_25-38_African,LA_UpStairs_25-38_Flyer_African,120232784158330429,120232784158480429,120232784158390429,inactive,ad,LA_UpStairs_25-38_African,"7-day click or 1-day view","Meta Leads",2,156,162,0.83458313,-,-,-,1.66916625,1.03846154,18,0.09273146,0.11111111,21,10.30349537,11.11111111,,,,2025-05-01,2025-09-20
