"Reporting starts","Reporting ends","Campaign name","Time of day (viewer's time zone)","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"17:00:00 - 17:59:59",inactive,25,Daily,26.48,"7-day click or 1-day view",8.419714,3145,1.227078,2563,0.04833068,152,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"17:00:00 - 17:59:59",inactive,25,Daily,26.75,"7-day click, 1-day view, or 1-day engaged-view",8.565482,3123,1.148584,2719,0.00864553,27,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"17:00:00 - 17:59:59",inactive,42,Daily,21.973636,"7-day click, 1-day view, or 1-day engaged-view",13.349718,1646,1.165722,1412,0.00972053,16,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"17:00:00 - 17:59:59",inactive,43,Daily,21.306645,"7-day click or 1-day view",12.705215,1677,1.326741,1264,0.02504472,42,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"18:00:00 - 18:59:59",inactive,25,Daily,34.5,"7-day click or 1-day view",6.736965,5121,1.090967,4694,0.06658856,341,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"18:00:00 - 18:59:59",inactive,25,Daily,27.931038,"7-day click or 1-day view",8.709397,3207,1.039546,3085,0.0592454,190,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"18:00:00 - 18:59:59",inactive,25,Daily,0.07,"7-day click or 1-day view",7,10,1,10,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"18:00:00 - 18:59:59",inactive,25,Daily,0.04,"7-day click or 1-day view",4.444444,9,1.125,8,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"18:00:00 - 18:59:59",inactive,25,Daily,33.47,"7-day click or 1-day view",8.577652,3902,1.24426,3136,0.03716043,145,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"18:00:00 - 18:59:59",inactive,25,Daily,30.32,"7-day click, 1-day view, or 1-day engaged-view",8.24137,3679,1.20465,3054,0.0125034,46,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"18:00:00 - 18:59:59",inactive,42,Daily,20.313361,"7-day click, 1-day view, or 1-day engaged-view",11.837623,1716,1.190014,1442,0.01223776,21,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"18:00:00 - 18:59:59",inactive,43,Daily,20.806489,"7-day click or 1-day view",11.289468,1843,1.294242,1424,0.02170374,40,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"19:00:00 - 19:59:59",inactive,25,Daily,38.31,"7-day click or 1-day view",6.734048,5689,1.095091,5195,0.07365091,419,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"19:00:00 - 19:59:59",inactive,25,Daily,31.781181,"7-day click or 1-day view",8.372281,3796,1.078103,3521,0.05321391,202,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"19:00:00 - 19:59:59",inactive,25,Daily,0,"7-day click or 1-day view",0,1,1,1,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"19:00:00 - 19:59:59",inactive,25,Daily,0.03,"7-day click or 1-day view",7.5,4,1,4,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"19:00:00 - 19:59:59",inactive,25,Daily,45.26,"7-day click or 1-day view",8.512319,5317,1.260251,4219,0.04495016,239,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"19:00:00 - 19:59:59",inactive,25,Daily,34.55,"7-day click, 1-day view, or 1-day engaged-view",7.875541,4387,1.11515,3934,0.01322088,58,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"19:00:00 - 19:59:59",inactive,42,Daily,23.883952,"7-day click, 1-day view, or 1-day engaged-view",11.571682,2064,1.144124,1804,0.01162791,24,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"19:00:00 - 19:59:59",inactive,43,Daily,33.050308,"7-day click or 1-day view",11.90573,2776,1.330777,2086,0.02017291,56,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"20:00:00 - 20:59:59",inactive,25,Daily,47.69,"7-day click or 1-day view",6.940766,6871,1.113614,6170,0.07509824,516,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"20:00:00 - 20:59:59",inactive,25,Daily,42.391575,"7-day click or 1-day view",8.754972,4842,1.092016,4434,0.05679471,275,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"20:00:00 - 20:59:59",inactive,25,Daily,0.01,"7-day click or 1-day view",5,2,1,2,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"20:00:00 - 20:59:59",inactive,25,Daily,0.27,"7-day click or 1-day view",5.625,48,1,48,0.02083333,1,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"20:00:00 - 20:59:59",inactive,25,Daily,45.13,"7-day click or 1-day view",8.166848,5526,1.224191,4514,0.04252624,235,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"20:00:00 - 20:59:59",inactive,25,Daily,45.08,"7-day click, 1-day view, or 1-day engaged-view",8.254898,5461,1.168378,4674,0.01153635,63,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"20:00:00 - 20:59:59",inactive,42,Daily,50.248315,"7-day click, 1-day view, or 1-day engaged-view",15.47054,3248,1.209233,2686,0.0169335,55,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"20:00:00 - 20:59:59",inactive,43,Daily,58.888366,"7-day click or 1-day view",11.333404,5196,1.311459,3962,0.02925327,152,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"21:00:00 - 21:59:59",inactive,25,Daily,50.25,"7-day click or 1-day view",6.693753,7507,1.124476,6676,0.0680698,511,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"21:00:00 - 21:59:59",inactive,25,Daily,51.251904,"7-day click or 1-day view",8.476994,6046,1.149211,5261,0.05640093,341,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"21:00:00 - 21:59:59",inactive,25,Daily,0.1,"7-day click or 1-day view",9.090909,11,1,11,0,,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"21:00:00 - 21:59:59",inactive,25,Daily,1.58,"7-day click or 1-day view",6.220472,254,1.02834,247,0.01574803,4,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"21:00:00 - 21:59:59",inactive,25,Daily,60.62,"7-day click or 1-day view",8.454672,7170,1.210127,5925,0.04058577,291,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"21:00:00 - 21:59:59",inactive,25,Daily,53.65,"7-day click, 1-day view, or 1-day engaged-view",8.63512,6213,1.166323,5327,0.01207146,75,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"21:00:00 - 21:59:59",inactive,42,Daily,43.307166,"7-day click, 1-day view, or 1-day engaged-view",13.683149,3165,1.163603,2720,0.01516588,48,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"21:00:00 - 21:59:59",inactive,43,Daily,38.522014,"7-day click or 1-day view",12.22533,3151,1.306385,2412,0.02284989,72,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"22:00:00 - 22:59:59",inactive,25,Daily,47.89,"7-day click or 1-day view",6.824854,7017,1.09282,6421,0.07054297,495,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"22:00:00 - 22:59:59",inactive,25,Daily,52.081935,"7-day click or 1-day view",8.413883,6190,1.084443,5708,0.05331179,330,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"22:00:00 - 22:59:59",inactive,25,Daily,0.5,"7-day click or 1-day view",8.333333,60,1,60,0.06666667,4,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"22:00:00 - 22:59:59",inactive,25,Daily,1.74,"7-day click or 1-day view",6.516854,267,1.007547,265,0.02247191,6,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"22:00:00 - 22:59:59",inactive,25,Daily,52.51,"7-day click or 1-day view",9.247975,5678,1.225027,4635,0.04138781,235,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"22:00:00 - 22:59:59",inactive,25,Daily,49.75,"7-day click, 1-day view, or 1-day engaged-view",8.417936,5910,1.229713,4806,0.01015228,60,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"22:00:00 - 22:59:59",inactive,42,Daily,37.856264,"7-day click, 1-day view, or 1-day engaged-view",13.467188,2811,1.228047,2289,0.01067236,30,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"22:00:00 - 22:59:59",inactive,43,Daily,30.709578,"7-day click or 1-day view",12.622103,2433,1.370704,1775,0.01808467,44,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-1-25,"23:00:00 - 23:59:59",inactive,25,Daily,29,"7-day click or 1-day view",6.764637,4287,1.089731,3934,0.0846746,363,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-1-25,"23:00:00 - 23:59:59",inactive,25,Daily,37.651399,"7-day click or 1-day view",8.135566,4628,1.078536,4291,0.05488332,254,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_LPView_EN_Feed_7-24-25,"23:00:00 - 23:59:59",inactive,25,Daily,2.73,"7-day click or 1-day view",9.784946,279,1.00722,277,0.05376344,15,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP6_7PM_C25_MW_LPView_EN_Feed_7-24-25,"23:00:00 - 23:59:59",inactive,25,Daily,1.22,"7-day click or 1-day view",7.484663,163,1.031646,158,0.04294479,7,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"23:00:00 - 23:59:59",inactive,25,Daily,29.3,"7-day click or 1-day view",8.913903,3287,1.220572,2693,0.04076666,134,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_7-30-25,"23:00:00 - 23:59:59",inactive,25,Daily,33.34,"7-day click, 1-day view, or 1-day engaged-view",8.641783,3858,1.194427,3230,0.01425609,55,,,,Ongoing
2025-04-01,2025-09-17,IG_US_PDX_SEP6_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"23:00:00 - 23:59:59",inactive,42,Daily,26.374364,"7-day click, 1-day view, or 1-day engaged-view",14.792128,1783,1.133503,1573,0.01906898,34,,,,Ongoing
2025-04-01,2025-09-17,FB_US_PDX_SEP27_7PM_C25_M/W_CONV_AddtoCart_EN_Feed_8-22-25,"23:00:00 - 23:59:59",inactive,43,Daily,25.948093,"7-day click or 1-day view",13.444608,1930,1.254061,1539,0.01968912,38,,,,Ongoing
