"Reporting starts","Reporting ends","Campaign name","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-09-22,2025-09-22,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,68.31,"7-day click or 1-day view",7.048081,9692,1.178359,8225,0.02548494,247,296,actions:offsite_conversion.fb_pixel_add_to_cart,0.23077703,Ongoing
2025-09-22,2025-09-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,33.52,"7-day click or 1-day view",6.017953,5570,1.159209,4805,0.02333932,130,141,actions:offsite_conversion.fb_pixel_add_to_cart,0.2377305,Ongoing
2025-09-22,2025-09-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,28.36,"7-day click or 1-day view",5.526111,5132,1.169553,4388,0.01831645,94,133,actions:offsite_conversion.fb_pixel_add_to_cart,0.21323308,Ongoing
2025-09-22,2025-09-22,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,21.16,"7-day click, 1-day view, or 1-day engaged-view",6.858995,3085,1.096304,2814,0.02495948,77,113,actions:offsite_conversion.fb_pixel_add_to_cart,0.18725664,Ongoing
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-22,2025-09-22,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,70.92,"7-day click or 1-day view",7.056716,10050,1.186541,8470,0.02338308,235,319,actions:offsite_conversion.fb_pixel_add_to_cart,0.22231975,Ongoing
2025-09-21,2025-09-21,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,35.54,"7-day click or 1-day view",6.30701,5635,1.170058,4816,0.02626442,148,163,actions:offsite_conversion.fb_pixel_add_to_cart,0.21803681,Ongoing
2025-09-21,2025-09-21,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,28.28,"7-day click or 1-day view",5.564738,5082,1.176661,4319,0.01751279,89,125,actions:offsite_conversion.fb_pixel_add_to_cart,0.22624,Ongoing
2025-09-21,2025-09-21,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,21.41,"7-day click, 1-day view, or 1-day engaged-view",6.967133,3073,1.027416,2991,0.02798568,86,129,actions:offsite_conversion.fb_pixel_add_to_cart,0.16596899,Ongoing
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-21,2025-09-21,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,43.08,"7-day click or 1-day view",6.869718,6271,1.173466,5344,0.02296284,144,148,actions:offsite_conversion.fb_pixel_add_to_cart,0.29108108,Ongoing
2025-09-20,2025-09-20,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,26.39,"7-day click or 1-day view",6.135782,4301,1.226404,3507,0.03580563,154,102,actions:offsite_conversion.fb_pixel_add_to_cart,0.25872549,Ongoing
2025-09-20,2025-09-20,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,20.58,"7-day click or 1-day view",5.618346,3663,1.170288,3130,0.02156702,79,103,actions:offsite_conversion.fb_pixel_add_to_cart,0.19980583,Ongoing
2025-09-20,2025-09-20,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,16.58,"7-day click, 1-day view, or 1-day engaged-view",7.128117,2326,1.072878,2168,0.02880482,67,92,actions:offsite_conversion.fb_pixel_add_to_cart,0.18021739,Ongoing
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-20,2025-09-20,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,27.55,"7-day click or 1-day view",6.203558,4441,1.159833,3829,0.03084891,137,181,actions:offsite_conversion.fb_pixel_add_to_cart,0.15220994,Ongoing
2025-09-19,2025-09-19,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,27.19,"7-day click or 1-day view",5.658689,4805,1.159508,4144,0.03413111,164,107,actions:offsite_conversion.fb_pixel_add_to_cart,0.25411215,Ongoing
2025-09-19,2025-09-19,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,25.51,"7-day click or 1-day view",5.87788,4340,1.157333,3750,0.01981567,86,115,actions:offsite_conversion.fb_pixel_add_to_cart,0.22182609,Ongoing
2025-09-19,2025-09-19,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,22.15,"7-day click, 1-day view, or 1-day engaged-view",7.351477,3013,1.057193,2850,0.02621971,79,101,actions:offsite_conversion.fb_pixel_add_to_cart,0.21930693,Ongoing
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-19,2025-09-19,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0.03,"7-day click or 1-day view",2.142857,14,1,14,0,,,,,Ongoing
2025-09-18,2025-09-18,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,24.02,"7-day click or 1-day view",6.152664,3904,1.233491,3165,0.02177254,85,125,actions:offsite_conversion.fb_pixel_add_to_cart,0.19216,Ongoing
2025-09-18,2025-09-18,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,19.09,"7-day click, 1-day view, or 1-day engaged-view",6.832498,2794,1.089279,2565,0.03793844,106,162,actions:offsite_conversion.fb_pixel_add_to_cart,0.11783951,Ongoing
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-18,2025-09-18,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,46.98,"7-day click or 1-day view",5.776466,8133,1.181435,6884,0.02360752,192,248,actions:offsite_conversion.fb_pixel_add_to_cart,0.18943548,Ongoing
2025-09-17,2025-09-17,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,37.02,"7-day click, 1-day view, or 1-day engaged-view",6.26608,5908,1.125548,5249,0.02843602,168,223,actions:offsite_conversion.fb_pixel_add_to_cart,0.16600897,Ongoing
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-17,2025-09-17,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,49.83,"7-day click or 1-day view",5.613383,8877,1.236179,7181,0.01971387,175,223,actions:offsite_conversion.fb_pixel_add_to_cart,0.22345291,Ongoing
2025-09-16,2025-09-16,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,45.09,"7-day click, 1-day view, or 1-day engaged-view",6.052349,7450,1.114936,6682,0.02899329,216,283,actions:offsite_conversion.fb_pixel_add_to_cart,0.15932862,Ongoing
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-16,2025-09-16,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-09-15,2025-09-15,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-15,2025-09-15,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-09-15,2025-09-15,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,53.7,"7-day click or 1-day view",5.655013,9496,1.20477,7882,0.02190396,208,296,actions:offsite_conversion.fb_pixel_add_to_cart,0.18141892,Ongoing
2025-09-15,2025-09-15,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,50.25,"7-day click, 1-day view, or 1-day engaged-view",6.134033,8192,1.151209,7116,0.02709961,222,278,actions:offsite_conversion.fb_pixel_add_to_cart,0.1807554,Ongoing
2025-09-15,2025-09-15,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-09-15,2025-09-15,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
