"Reporting starts","Reporting ends","Campaign name","Campaign Delivery","Ad set budget","Ad set budget type","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions) (USD)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks",Results,"Result indicator","Cost per results",Ends
2025-07-29,2025-07-29,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0.29,"7-day click or 1-day view",10.740741,27,1,27,0,,,,,Ongoing
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,35.36,"7-day click or 1-day view",6.441975,5489,1.059653,5180,0.06686099,367,301,actions:landing_page_view,0.11747508,2025-07-31
2025-07-29,2025-07-29,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,38.25,"7-day click or 1-day view",7.657658,4995,1.089422,4585,0.0972973,486,445,actions:landing_page_view,0.08595506,2025-07-31
2025-07-29,2025-07-29,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-29,2025-07-29,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-29,2025-07-29,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-29,2025-07-29,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-28,2025-07-28,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,43.82,"7-day click or 1-day view",6.526661,6714,1.046773,6414,0.07179029,482,416,actions:landing_page_view,0.10533654,2025-07-31
2025-07-28,2025-07-28,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,39.99,"7-day click or 1-day view",7.879803,5075,1.09375,4640,0.10325123,524,492,actions:landing_page_view,0.08128049,2025-07-31
2025-07-28,2025-07-28,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-28,2025-07-28,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-28,2025-07-28,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-28,2025-07-28,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-27,2025-07-27,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,43.23,"7-day click or 1-day view",7.018997,6159,1.095907,5620,0.07420036,457,374,actions:landing_page_view,0.11558824,2025-07-31
2025-07-27,2025-07-27,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,43.89,"7-day click or 1-day view",7.332108,5986,1.090743,5488,0.10307384,617,588,actions:landing_page_view,0.07464286,2025-07-31
2025-07-27,2025-07-27,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-27,2025-07-27,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-27,2025-07-27,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-27,2025-07-27,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-26,2025-07-26,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,39.1,"7-day click or 1-day view",7.107799,5501,1.071902,5132,0.07616797,419,357,actions:landing_page_view,0.10952381,2025-07-31
2025-07-26,2025-07-26,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,37.54,"7-day click or 1-day view",7.695777,4878,1.064136,4584,0.10762608,525,482,actions:landing_page_view,0.07788382,2025-07-31
2025-07-26,2025-07-26,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-26,2025-07-26,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-26,2025-07-26,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-26,2025-07-26,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-25,2025-07-25,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,40.18,"7-day click or 1-day view",7.292196,5510,1.066383,5167,0.0831216,458,364,actions:landing_page_view,0.11038462,2025-07-31
2025-07-25,2025-07-25,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,40.73,"7-day click or 1-day view",7.708176,5284,1.068122,4947,0.09311128,492,461,actions:landing_page_view,0.08835141,2025-07-31
2025-07-25,2025-07-25,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-25,2025-07-25,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-25,2025-07-25,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-25,2025-07-25,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-24,2025-07-24,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,39.02,"7-day click or 1-day view",6.959158,5607,1.057925,5300,0.08382379,470,387,actions:landing_page_view,0.10082687,2025-07-31
2025-07-24,2025-07-24,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,40.38,"7-day click or 1-day view",7.131756,5662,1.0975,5159,0.10296715,583,549,actions:landing_page_view,0.07355191,2025-07-31
2025-07-24,2025-07-24,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-24,2025-07-24,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-24,2025-07-24,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-24,2025-07-24,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-23,2025-07-23,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,41.04,"7-day click or 1-day view",6.620423,6199,1.082795,5725,0.07936764,492,405,actions:landing_page_view,0.10133333,2025-07-31
2025-07-23,2025-07-23,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,39.82,"7-day click or 1-day view",6.88689,5782,1.105756,5229,0.10740228,621,591,actions:landing_page_view,0.06737733,2025-07-31
2025-07-23,2025-07-23,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-23,2025-07-23,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-23,2025-07-23,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-23,2025-07-23,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-22,2025-07-22,"IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_F3_EN_Feed_9-18-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,"FB_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25 -4th",active,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_Wash_WDC_0928_4PM_S4_C25_M/W_CONV_AddtoCart_EN_Feed_8-31-25-4th,not_delivering,"Using ad set budget",0,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_9PM_3S_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_8-15-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,FB_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_9PM_S3_C25_M/W_CONV_AddtoCart_EN_Feed_7-29-25,inactive,40,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_WASH_WDC_0928_7PM_S2_C25_W_LPViews_EN_Feed_7-9-25,inactive,40,Daily,24.46,"7-day click or 1-day view",6.695866,3653,1.035431,3528,0.08842048,323,264,actions:landing_page_view,0.09265152,2025-07-31
2025-07-22,2025-07-22,FB_US_WASH_WDC_0928_7PM_S2_C25_MW_LPViews_EN_Feed_7-9-25,inactive,40,Daily,25.47,"7-day click or 1-day view",6.588205,3866,1.055707,3662,0.11200207,433,360,actions:landing_page_view,0.07075,2025-07-31
2025-07-22,2025-07-22,FB_US_WASH_WDC_0927_6PM_S1_C25_MW_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_LPViews_EN_Feed_7-7-25,inactive,20,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_LPViews_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,Ongoing
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-22,2025-07-22,IG_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-7-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-22,2025-07-22,FB_US_WASH_WDC_0927_6PM_S1_C25_W_AddToCart_EN_Feed_7-4-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
2025-07-22,2025-07-22,FB_US_WASH_WDC_0927_6PM_S1_C25_M_AddToCart_EN_Feed_7-3-25,inactive,10,Daily,0,-,0,0,0,0,,,,,,2025-07-31
