"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","15:00:00 - 15:59:59","Targeted - List",T-Flyer,120226616534680429,120226616534690429,120226616534840429,not_delivering,ad,"Targeted - List","7-day click or 1-day view","Landing page views",,2501,2543,,-,-,-,8.7,1.01679328,34,0.25588235,0.01337004,37,3.42115611,1.33700354,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"17:00:00 - 17:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1440,1598,,-,-,-,8.67851178,1.10972222,65,0.13351557,0.04067584,80,5.43085844,4.06758448,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","10:00:00 - 10:59:59","Targeted - PagevIews",T-Flyer,120226616534680429,120226616534860429,120226616534760429,not_delivering,ad,"Targeted - PagevIews","7-day click or 1-day view","Landing page views",,2379,2549,,-,-,-,8.6412861,1.0714586,43,0.20096014,0.01686936,44,3.39006908,1.68693605,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","14:00:00 - 14:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2702,2873,,-,-,-,8.62799703,1.06328645,224,0.03851784,0.07796728,270,3.00313158,7.79672816,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"15:00:00 - 15:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229365441750429,120229369014240429,120229628267230429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1837,1981,,-,-,-,8.62,1.07838868,132,0.06530303,0.06663301,180,4.35133771,6.66330136,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"23:00:00 - 23:59:59",Interest,I-Flyer,120226607761310429,120226607761300429,120226608042100429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,2511,2613,,-,-,-,8.60061223,1.04062127,19,0.4526638,0.00727134,45,3.29147043,0.72713356,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","19:00:00 - 19:59:59",Targeted,T-Flyer,120226616534680429,120226616534850429,120226616534740429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2791,2932,,-,-,-,8.59017266,1.05051953,31,0.27710234,0.01057299,47,2.92979968,1.05729877,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","15:00:00 - 15:59:59",Targeted,T-Flyer,120226616534680429,120226616534850429,120226616534740429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2463,2528,,-,-,-,8.5801608,1.02639058,41,0.20927221,0.01621835,50,3.39405095,1.62183544,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"15:00:00 - 15:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229365441750429,120229369014240429,120229369014260429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1915,2095,,-,-,-,8.57062183,1.09399478,61,0.140502,0.02911695,77,4.09098894,2.91169451,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","19:00:00 - 19:59:59","Targeted - List",T-Flyer,120226616534680429,120226616534690429,120226616534840429,not_delivering,ad,"Targeted - List","7-day click or 1-day view","Landing page views",,2322,2362,,-,-,-,8.56,1.01722653,26,0.32923077,0.01100762,30,3.62404742,1.10076207,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"18:00:00 - 18:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,2228,2352,,-,-,-,8.56,1.0556553,219,0.03908676,0.09311224,255,3.63945578,9.31122449,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"18:00:00 - 18:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Video_EN_Toronto_OCT5_4PM_MaxPromo_8-20-25,120231457080950429,120231457081090429,120231458551040429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1366,1458,,-,-,-,8.51849337,1.06734993,42,0.20282127,0.02880658,73,5.84258804,2.88065844,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"07:00:00 - 07:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1784,1902,,-,-,-,8.47,1.0661435,87,0.09735632,0.04574132,165,4.45320715,4.57413249,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","13:00:00 - 13:59:59",Targeted,T-Flyer,120226616534680429,120226616534850429,120226616534740429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2587,2727,,-,-,-,8.46001853,1.05411674,29,0.29172478,0.0106344,41,3.10231702,1.06343968,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"00:00:00 - 00:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081090429,120231458551030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2475,2608,,-,-,-,8.44846263,1.05373737,131,0.06449208,0.05023006,141,3.23944119,5.02300613,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"07:00:00 - 07:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794730429,120229371794630429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1093,1252,,-,-,-,8.4,1.14547118,34,0.24705882,0.02715655,54,6.70926518,2.71565495,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"15:00:00 - 15:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1253,1336,,-,-,-,8.39823689,1.06624102,40,0.20995592,0.02994012,43,6.28610546,2.99401198,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"18:00:00 - 18:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1217,1369,,-,-,-,8.39823689,1.12489729,59,0.142343,0.04309715,60,6.13457771,4.30971512,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"19:00:00 - 19:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,2127,2268,,-,-,-,8.39,1.06629055,234,0.0358547,0.1031746,266,3.69929453,10.31746032,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794730429,120229371794630429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1103,1286,,-,-,-,8.34,1.16591115,40,0.2085,0.0311042,66,6.48522551,3.11041991,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"20:00:00 - 20:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1520,1655,,-,-,-,8.33817799,1.08881579,74,0.11267808,0.04471299,76,5.03817401,4.47129909,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","13:00:00 - 13:59:59","Targeted - List",T-Flyer,120226616534680429,120226616534690429,120226616534840429,not_delivering,ad,"Targeted - List","7-day click or 1-day view","Landing page views",,2344,2370,,-,-,-,8.33,1.01109215,28,0.2975,0.01181435,31,3.51476793,1.1814346,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"15:00:00 - 15:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081090429,120231458551030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2646,2727,,-,-,-,8.32862628,1.03061224,113,0.07370466,0.04143748,135,3.05413505,4.14374771,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"22:00:00 - 22:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Video_EN_Toronto_OCT5_4PM_MaxPromo_8-20-25,120231457080950429,120231457081080429,120231457081010429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1202,1300,,-,-,-,8.2,1.08153078,44,0.18636364,0.03384615,55,6.30769231,3.38461538,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"15:00:00 - 15:59:59",Targeted,"T-CRS - Piss Guy",120226607737110429,120226607737100429,120227142462500429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,1666,1810,,-,-,-,8.19084998,1.08643457,205,0.03995537,0.11325967,221,4.52533148,11.32596685,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"14:00:00 - 14:59:59",Targeted,T-Flyer,120226607737110429,120226607737100429,120226607737120429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2623,2706,,-,-,-,8.18204764,1.03164316,223,0.0366908,0.08240946,278,3.02366875,8.24094605,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"04:00:00 - 04:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081080429,120231457081000429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1558,1615,,-,-,-,8.13909135,1.03658537,75,0.10852122,0.04643963,84,5.03968505,4.64396285,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1550,1653,,-,-,-,8.12,1.06645161,71,0.1143662,0.04295221,125,4.9122807,4.29522081,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"20:00:00 - 20:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,2068,2172,,-,-,-,8.09,1.05029014,228,0.03548246,0.10497238,247,3.72467772,10.49723757,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"17:00:00 - 17:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,1943,2059,,-,-,-,8.08,1.05970149,211,0.03829384,0.10247693,231,3.92423507,10.24769305,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"17:00:00 - 17:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Toronto_OCT4_9PM_Flyer_7-8-25,120228904648040429,120228904648030429,120228904648050429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,2880,3109,,-,-,-,8.01,1.07951389,168,0.04767857,0.05403667,204,2.57639112,5.40366677,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","12:00:00 - 12:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2533,2718,,-,-,-,8.00742184,1.07303593,193,0.04148923,0.07100809,241,2.94607132,7.10080942,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","18:00:00 - 18:59:59","Targeted - List",T-Flyer,120226616534680429,120226616534690429,120226616534840429,not_delivering,ad,"Targeted - List","7-day click or 1-day view","Landing page views",,2101,2163,,-,-,-,7.99,1.02950976,36,0.22194444,0.01664355,42,3.6939436,1.66435506,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"19:00:00 - 19:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1320,1425,,-,-,-,7.96781474,1.07954545,62,0.12851314,0.04350877,66,5.59144894,4.35087719,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"03:00:00 - 03:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1554,1690,,-,-,-,7.91,1.08751609,68,0.11632353,0.04023669,132,4.68047337,4.02366864,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"09:00:00 - 09:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794720429,120229371794660429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1746,1784,,-,-,-,7.91,1.02176403,75,0.10546667,0.04204036,144,4.4338565,4.20403587,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"23:00:00 - 23:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,1951,2144,,-,-,-,7.9,1.09892363,263,0.03003802,0.12266791,298,3.68470149,12.26679104,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","17:00:00 - 17:59:59",Targeted,T-Flyer,120226616534680429,120226616534850429,120226616534740429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2316,2366,,-,-,-,7.87933086,1.02158895,40,0.19698327,0.01690617,49,3.33023282,1.69061708,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"09:00:00 - 09:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231457080950429,120231457081090429,120231458551020429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,941,1062,,-,-,-,7.86771656,1.12858661,47,0.16739822,0.04425612,48,7.40839601,4.42561205,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","00:00:00 - 00:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2466,2684,,-,-,-,7.8472734,1.08840227,227,0.03456949,0.08457526,288,2.92372332,8.45752608,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"19:00:00 - 19:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794730429,120229371794630429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1238,1374,,-,-,-,7.84,1.1098546,80,0.098,0.05822416,127,5.70596798,5.8224163,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"18:00:00 - 18:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Toronto_OCT4_9PM_Flyer_7-8-25,120228904648040429,120228904648030429,120228904648050429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,3070,3070,,-,-,-,7.8,1,203,0.03842365,0.06612378,253,2.54071661,6.61237785,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","10:00:00 - 10:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2337,2577,,-,-,-,7.74718063,1.10269576,203,0.03816345,0.07877377,242,3.00627886,7.87737679,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","01:00:00 - 01:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648950429,120231844648910429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1969,2133,,-,-,-,7.73925691,1.08329101,97,0.07978615,0.04547586,187,3.62834361,4.54758556,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","17:00:00 - 17:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231844648880429,120231844648950429,120231844648890429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,511,606,,-,-,-,7.71203394,1.18590998,33,0.233698,0.05445545,44,12.72612861,5.44554455,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","06:00:00 - 06:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231844648880429,120231844648950429,120231844648910429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,2036,2185,,-,-,-,7.68926171,1.07318271,89,0.0863962,0.04073227,197,3.51911291,4.07322654,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"00:00:00 - 00:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229365441750429,120229369014240429,120229369014260429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1744,1909,,-,-,-,7.68055725,1.09461009,43,0.17861761,0.02252488,60,4.02334062,2.25248821,,,,2025-05-01,2025-09-20
"IT-Rome-Traffic-EN-Jun2025-Target - Story-FB-IG","01:00:00 - 01:59:59",Targeted,T-Flyer,120226616534680429,120226616534850429,120226616534740429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2453,2494,,-,-,-,7.67909374,1.01671423,28,0.27425335,0.01122694,35,3.07902716,1.12269447,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"14:00:00 - 14:59:59",Targeted,"T-CRS - Piss Guy",120226607737110429,120226607737100429,120227142462500429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,1632,1714,,-,-,-,7.66079498,1.0502451,198,0.03869088,0.11551925,228,4.46954199,11.55192532,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"17:00:00 - 17:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229365441750429,120229369014240429,120229628267230429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,1820,1946,,-,-,-,7.64,1.06923077,129,0.05922481,0.06628983,183,3.92600206,6.62898253,,,,2025-05-01,2025-09-20
"CA-Toronto-SignUp-EN-MAY2025-Target - Copy","13:00:00 - 13:59:59",Targeted,T-Flyer,120221337097980429,120221337098000429,120221337097990429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,2403,2584,,-,-,-,7.57702291,1.07532251,194,0.03905682,0.0750774,247,2.93228441,7.50773994,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"08:00:00 - 08:59:59",Targeted,"T-CRS - Piss Guy",120226607737110429,120226607737100429,120227142462500429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,1543,1695,,-,-,-,7.57078564,1.0985094,198,0.03823629,0.11681416,213,4.4665402,11.68141593,,,,2025-05-01,2025-09-20
