"Campaign name","Time of day (viewer's time zone)","Ad Set Name","Ad name","Campaign ID","Ad set ID","Ad ID","Delivery status","Delivery level","Ad Set Name","Attribution setting","Result type",Results,Reach,Impressions,"Cost per result","Quality ranking","Engagement rate ranking","Conversion rate ranking","Amount spent (USD)",Frequency,"Link clicks","CPC (cost per link click)","CTR (Link)","Clicks (all)","CPM (cost per 1,000 impressions)","CTR (link click-through rate)","Adds to cart","Cost per add to cart","Adds to cart conversion value","Reporting starts","Reporting ends"
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"02:00:00 - 02:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"CRS_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy 3",120228905448260429,120228905448280429,120228905478220429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,226,230,,-,-,-,0.88,1.01769912,24,0.03666667,0.10434783,35,3.82608696,10.43478261,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"12:00:00 - 12:59:59",W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,Video_EN_TOR_OCT4_97PM_PissGuy_6-27-25,120228374684510429,120228374684490429,120228374684500429,not_delivering,ad,W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,524,524,547,1.66112768,-,-,-,0.87043091,1.04389313,,,0,1,1.59128136,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"23:00:00 - 23:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,CRS_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794730429,120229371794640429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,184,193,,-,-,-,0.87,1.04891304,27,0.03222222,0.13989637,32,4.50777202,13.98963731,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794730429,120229371794650429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,216,222,,-,-,-,0.87,1.02777778,17,0.05117647,0.07657658,27,3.91891892,7.65765766,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"16:00:00 - 16:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081080429,120231457081030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,187,192,,-,-,-,0.87,1.02673797,6,0.145,0.03125,7,4.53125,3.125,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"04:00:00 - 04:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229365441740429,120229367665300429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,190,200,,-,-,-,0.87,1.05263158,19,0.04578947,0.095,26,4.35,9.5,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"10:00:00 - 10:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Toronto_OCT4_9PM_PissGuy_7-8-25,120228904648040429,120228904648030429,120228905010360429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,235,240,,-,-,-,0.86,1.0212766,26,0.03307692,0.10833333,27,3.58333333,10.83333333,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"05:00:00 - 05:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Flyer_EN_Toronto_OCT5_7PM_Flyer_7-18-25,120229371794620429,120229371794730429,120229371794650429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,186,192,,-,-,-,0.86,1.03225806,14,0.06142857,0.07291667,19,4.47916667,7.29166667,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"03:00:00 - 03:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Toronto_OCT4_9PM_Flyer_7-8-25,120228905448260429,120228905448280429,120228905478210429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,287,300,,-,-,-,0.86,1.04529617,30,0.02866667,0.1,48,2.86666667,10,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"14:00:00 - 14:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Toronto_OCT4_9PM_Flyer_7-8-25,120228905448260429,120228905448280429,120228905478210429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,302,311,,-,-,-,0.86,1.02980132,33,0.02606061,0.10610932,44,2.76527331,10.61093248,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","13:00:00 - 13:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231844648880429,120231844648870429,120231844648930429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,141,147,,-,-,-,0.85806958,1.04255319,14,0.06129068,0.0952381,20,5.83720806,9.52380952,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"20:00:00 - 20:59:59",W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,Video_EN_TOR_OCT4_97PM_Big_6-27-25,120228374684510429,120228374684490429,120228376364950429,not_delivering,ad,W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,454,454,463,1.87401297,-,-,-,0.85080189,1.01982379,,,0,2,1.83758507,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,Flyer_EN_Toronto_OCT5_4PM_Flyer_8-20-25,120231456901000429,120231456901130429,120231458635520429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,122,126,,-,-,-,0.85063942,1.03278689,2,0.42531971,0.01587302,5,6.75110649,1.58730159,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"05:00:00 - 05:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,CRS_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794720429,120229371794680429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,97,101,,-,-,-,0.85,1.04123711,8,0.10625,0.07920792,7,8.41584158,7.92079208,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"13:00:00 - 13:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Flyer_EN_Toronto_OCT4_9PM_Flyer_7-8-25,120228905448260429,120228905448280429,120228905478210429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,281,290,,-,-,-,0.85,1.03202847,21,0.04047619,0.07241379,39,2.93103448,7.24137931,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th,"07:00:00 - 07:59:59",IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231457080950429,120231457081080429,120231457081030429,active,ad,IG_MW_24-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,121,125,,-,-,-,0.85,1.03305785,3,0.28333333,0.024,4,6.8,2.4,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"02:00:00 - 02:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Toronto_OCT4_9PM_PissGuy_7-8-25,120228904648040429,120228904648030429,120228905010360429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,203,207,,-,-,-,0.85,1.01970443,9,0.09444444,0.04347826,14,4.10628019,4.34782609,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","10:00:00 - 10:59:59",FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231844648880429,120231844648870429,120231844648930429,active,ad,FB_MW_21-45_EN_Feed_OCT5_Toronto_4PM_IGFBEngagement_8-20-25-4th,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,148,162,,-,-,-,0.84809203,1.09459459,17,0.04988777,0.10493827,20,5.235136,10.49382716,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"20:00:00 - 20:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,Video_EN_TOR_OCT4_9PM_PissGuy_6-27-25,120228374765560429,120228374765570429,120228375218340429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,640,640,640,1.31540376,-,-,-,0.84185841,1,2,0.4209292,0.003125,1,1.31540376,0.3125,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"12:00:00 - 12:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231456901000429,120231456901130429,120231458635530429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,56,65,,-,-,-,0.84,1.16071429,,,0,4,12.92307692,,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"14:00:00 - 14:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_NotADoctor_8-20-25,120231456901000429,120231456901140429,120231458692990429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,67,75,,-,-,-,0.84,1.11940299,3,0.28,0.04,4,11.2,4,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"08:00:00 - 08:59:59",MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,CRS_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229369014240429,120229369014230429,not_delivering,ad,MW_21-45_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,126,136,,-,-,-,0.84,1.07936508,,,0,0,6.17647059,,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","11:00:00 - 11:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231844648880429,120231844648950429,120231844648890429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,99,108,,-,-,-,0.83129716,1.09090909,9,0.09236635,0.08333333,9,7.69719597,8.33333333,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"06:00:00 - 06:59:59",W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,Flyer_EN_TOR_OCT4_9PM_MaxName_6-25-25,120228374684510429,120228374684490429,120228374684540429,not_delivering,ad,W_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,1480,1480,1541,0.5611662,-,-,-,0.83052598,1.04121622,2,0.41526299,0.00129786,2,0.53895262,0.12978585,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Interest-2ND,"05:00:00 - 05:59:59",Interest,I-Video-PissGuy,120226607761310429,120226607761300429,120227141853800429,not_delivering,ad,Interest,"7-day click or 1-day view","Landing page views",,146,156,,-,-,-,0.8303783,1.06849315,11,0.07548894,0.07051282,10,5.32293785,7.05128205,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"09:00:00 - 09:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,Flyer_EN_TOR_OCT4_9PM_MaxName_6-25-25,120228376702820429,120228376702810429,120228376702890429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,2731,2731,3043,0.30400599,-,-,-,0.83024037,1.11424387,2,0.41512019,0.00065725,3,0.27283614,0.06572461,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"14:00:00 - 14:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Toronto_OCT4_9PM_PissGuy_7-8-25,120228904648040429,120228904648030429,120228905010360429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,248,256,,-,-,-,0.83,1.03225806,31,0.02677419,0.12109375,29,3.2421875,12.109375,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794730429,120229627904410429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,118,130,,-,-,-,0.83,1.10169492,11,0.07545455,0.08461538,21,6.38461538,8.46153846,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"18:00:00 - 18:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794610429,120229371794700429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,181,185,,-,-,-,0.83,1.02209945,16,0.051875,0.08648649,25,4.48648649,8.64864865,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"13:00:00 - 13:59:59",Targeted,"T-CRS - Big",120226607737110429,120226607737100429,120227142618810429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,166,172,,-,-,-,0.82073019,1.03614458,25,0.03282921,0.14534884,35,4.77168713,14.53488372,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"20:00:00 - 20:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_NotADoctor_8-20-25,120231456901000429,120231456901140429,120231458692990429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,96,110,,-,-,-,0.82,1.14583333,4,0.205,0.03636364,5,7.45454545,3.63636364,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"06:00:00 - 06:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794720429,120229627965930429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_VideoPageViews_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,131,146,,-,-,-,0.82,1.11450382,16,0.05125,0.10958904,30,5.61643836,10.95890411,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT5_7PM_C25_M/W_AddtoCart_EN_Feed_7-18-25,"02:00:00 - 02:59:59","MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy",Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229365441750429,120229371694880429,120229371694900429,not_delivering,ad,"MW_21-45_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25 - Copy","7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,341,341,,-,-,-,0.82,1,24,0.03416667,0.07038123,34,2.40469208,7.03812317,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"19:00:00 - 19:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,Video_EN_Toronto_OCT5_7PM_Promo_7-18-25,120229371794620429,120229371794610429,120229371794700429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_Cart&Purchase_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,183,183,,-,-,-,0.82,1,16,0.05125,0.08743169,21,4.48087432,8.7431694,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"00:00:00 - 00:59:59",Targeted,T-Video-PissGuy,120226607737110429,120226607737100429,120227141946320429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,209,214,,-,-,-,0.81021099,1.02392344,27,0.03000781,0.12616822,42,3.78603267,12.61682243,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"18:00:00 - 18:59:59",MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"Video_EN_Toronto_OCT4_9PM_PissGuy_7-8-25 - Copy",120228905448260429,120228905448280429,120228905478230429,not_delivering,ad,MW_30-50_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,189,202,,-,-,-,0.81,1.06878307,28,0.02892857,0.13861386,36,4.00990099,13.86138614,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"14:00:00 - 14:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231456901000429,120231456901130429,120231458635530429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,69,78,,-,-,-,0.81,1.13043478,4,0.2025,0.05128205,4,10.38461538,5.12820513,,,,2025-05-01,2025-09-20
"FB_CA-Toronto_OCT5_4PM_C25_M/W_AddtoCart_EN_Feed_8-20-25-4th - Copy","05:00:00 - 05:59:59",FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231844648880429,120231844648950429,120231844648890429,active,ad,FB_MW_30-50_EN_Feed_OCT5_Toronto_4PM_VideoPageViews_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,69,82,,-,-,-,0.80125028,1.1884058,3,0.26708343,0.03658537,4,9.77134487,3.65853659,,,,2025-05-01,2025-09-20
CA-Toronto-Traffic-OCT2025-Target-2ND,"08:00:00 - 08:59:59",Targeted,"T-CRS - Big",120226607737110429,120226607737100429,120227142618810429,not_delivering,ad,Targeted,"7-day click or 1-day view","Landing page views",,169,177,,-,-,-,0.80071238,1.04733728,24,0.03336302,0.13559322,26,4.52379874,13.55932203,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_7PM_C25_M/W_LPView_EN_Feed_7-18-25,"10:00:00 - 10:59:59",MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,Video_EN_Toronto_OCT5_7PM_MaxPromo_7-24-25,120229371794620429,120229371794730429,120229627904410429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_7PM_IGFBEngagement_7-18-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,128,143,,-,-,-,0.8,1.1171875,12,0.06666667,0.08391608,23,5.59440559,8.39160839,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"03:00:00 - 03:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,Flyer_EN_TOR_OCT4_9PM_MaxName_6-27-25,120228376044240429,120228376044250429,120228376044310429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,580,580,591,1.37931034,-,-,-,0.8,1.01896552,3,0.26666667,0.00507614,5,1.3536379,0.50761421,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"18:00:00 - 18:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,Video_EN_TOR_OCT4_97PM_PissGuy_6-27-25,120228376702820429,120228376702810429,120228376702830429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,513,513,515,1.54098629,-,-,-,0.79052597,1.00389864,,,0,1,1.53500187,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"18:00:00 - 18:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,Video_EN_TOR_OCT4_9PM_Big_6-27-25,120228374765560429,120228374765570429,120228375057320429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,679,679,679,1.1640666,-,-,-,0.79040122,1,,,0,1,1.1640666,,,,,2025-05-01,2025-09-20
IG_CA_Toronto_Oct4_9PM_C25_W_AW_EN_Feed_6-27-25,"01:00:00 - 01:59:59",W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,Flyer_EN_TOR_OCT4_9PM_MaxName_6-27-25,120228374765560429,120228374765570429,120228374765620429,not_delivering,ad,W_21-45_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,628,628,628,1.25853567,-,-,-,0.7903604,1,,,0,1,1.25853567,,,,,2025-05-01,2025-09-20
IG_CA-Toronto_OCT4_9PM_C25_M/W_LPView_EN_Feed_7-8-25,"01:00:00 - 01:59:59",MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,Video_EN_Toronto_OCT4_9PM_PissGuy_7-8-25,120228904648040429,120228904648030429,120228905010360429,not_delivering,ad,MW_21-45_EN_Feed_OCT4_Toronto_9PM_Comedy+Events+Max+Media_7-8-25,"7-day click or 1-day view","Landing page views",,243,249,,-,-,-,0.79,1.02469136,33,0.02393939,0.13253012,39,3.17269076,13.25301205,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"17:00:00 - 17:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231456901000429,120231456901130429,120231458635530429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,59,70,,-,-,-,0.79,1.18644068,3,0.26333333,0.04285714,7,11.28571429,4.28571429,,,,2025-05-01,2025-09-20
FB_CA_Toronto_OCT5_4PM_C25_M/W_LPView_EN_Feed_8-20-25-4th,"08:00:00 - 08:59:59",MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,CRS_EN_Toronto_OCT5_4PM_Promo_8-20-25,120231456901000429,120231456901130429,120231458635530429,not_delivering,ad,MW_30-50_EN_Feed_OCT5_Toronto_4PM_Cart&Purchase_8-20-25,"7-day click, 1-day view, or 1-day engaged-view","Website adds to cart",,55,61,,-,-,-,0.79,1.10909091,2,0.395,0.03278689,2,12.95081967,3.27868852,,,,2025-05-01,2025-09-20
FB_CA_Toronto_Oct4_9PM_C25_M_AW_EN_Feed_6-27-25,"20:00:00 - 20:59:59",M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"Video_EN_TOR_OCT4_97PM_FrenchPersian_6-27-25 - Copy",120228376702820429,120228376702810429,120228376702850429,not_delivering,ad,M_30-50_EN_Feed_OCT4_Toronto_9PM_6-27-25,"7-day click or 1-day view",Reach,415,415,415,1.89035103,-,-,-,0.78449568,1,,,0,3,1.89035103,,,,,2025-05-01,2025-09-20
