"Reporting starts","Reporting ends","Campaign name","Time of day (viewer's time zone)","Campaign Delivery","Ad set budget","Ad set budget type","Attribution setting",Results,"Result indicator",Reach,Impressions,"Cost per results","Amount spent (USD)",Ends
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"19:00:00 - 19:59:59",inactive,20,Daily,"7-day click or 1-day view",,,6078,6768,,29.31,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"19:00:00 - 19:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,4541,5196,,26.39,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"19:00:00 - 19:59:59",inactive,20,Daily,"7-day click or 1-day view",,,5513,6910,,40,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"19:00:00 - 19:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,1314,1450,,8.66,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"19:00:00 - 19:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,2354,2534,,10.33,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7528,8245,,30.4,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1655,1744,,8.140783,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4900,reach,4900,5002,1.47940802,7.249099,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4753,reach,4753,4848,1.38489706,6.582416,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3854,reach,3854,4027,1.49073728,5.745301,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2779,reach,2779,2828,1.85605694,5.157982,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click or 1-day view",,,6329,7035,,27.63,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7330,8223,,34.98,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,5934,6523,,33.63,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"20:00:00 - 20:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4523,5784,,31.79,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,1388,1556,,8.03,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"20:00:00 - 20:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,2745,2819,,11.82,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click or 1-day view",,,8399,9483,,34.32,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click or 1-day view",,,2307,2440,,11.351092,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",5416,reach,5416,5416,1.51223794,8.190281,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",5125,reach,5125,5125,1.46618014,7.514173,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4585,reach,4585,4735,1.49580494,6.858266,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2684,reach,2684,2875,2.01877244,5.418385,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7645,8515,,33.62,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7859,9022,,38.53,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,7699,8832,,44.5,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"21:00:00 - 21:59:59",inactive,20,Daily,"7-day click or 1-day view",,,5543,6896,,41.11,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,1956,2244,,12.07,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"21:00:00 - 21:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,3014,3276,,13.24,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7358,8093,,29.49,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1972,2090,,9.88095,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",5173,reach,5173,5173,1.44778676,7.489401,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",4693,reach,4693,4841,1.43249101,6.72268,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3517,reach,3517,3621,1.60792185,5.655061,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2633,reach,2633,2764,1.86387951,4.907595,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click or 1-day view",,,8992,9771,,38.77,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7910,8726,,35.87,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,7744,9259,,44.98,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"22:00:00 - 22:59:59",inactive,20,Daily,"7-day click or 1-day view",,,6120,7556,,42.12,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,2501,2885,,15.27,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"22:00:00 - 22:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,2984,3143,,14.14,Ongoing
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Target,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4551,5083,,17.96,2025-09-14
2025-05-01,2025-09-20,CA-Calgary-Traffic-SEP2025-Interest,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click or 1-day view",,,1311,1323,,6.510626,2025-09-14
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3524,reach,3524,3524,1.49733921,5.276623,2025-07-05
2025-05-01,2025-09-20,IG_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",3643,reach,3643,3703,1.361338,4.959354,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_W_AW_EN_Feed_6-25-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2414,reach,2414,2429,1.70711491,4.120975,2025-07-05
2025-05-01,2025-09-20,FB_CA_Calgary_Sep14_6PM_C25_M_AW_EN_Feed_6-25-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",2313,reach,2313,2333,1.58048306,3.655657,2025-07-05
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_LPView_EN_Feed_7-8-25,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click or 1-day view",,,7314,7984,,31.15,2025-07-31
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_LPView_EN_Feed_7-8-25,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click or 1-day view",,,5657,6245,,25.11,2025-07-31
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_7-26-25,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click, 1-day view, or 1-day engaged-view",,,7111,8097,,38.66,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_7-26-25,"23:00:00 - 23:59:59",inactive,20,Daily,"7-day click or 1-day view",,,4785,5802,,34.43,Ongoing
2025-05-01,2025-09-20,FB_CA_Calgary_SEP14_6PM_C25_M/W_CONVAddtoCart_EN_Feed_8-22-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click or 1-day view",,,1964,2188,,12.18,Ongoing
2025-05-01,2025-09-20,IG_CA-Calgary_SEP14_7PM_C25_M/W_CONV-AddtoCart_EN_Feed_8-22-25,"23:00:00 - 23:59:59",inactive,"Using ad set budget",0,"7-day click, 1-day view, or 1-day engaged-view",,,2545,2764,,11.43,Ongoing
