"Campaign name","Ad Set Name","Ad name",Placement,"Delivery status","Delivery level","Ad Set Name","Amount spent (USD)","Attribution setting","CPM (cost per 1,000 impressions)",Impressions,Frequency,Reach,"CTR (Link)","Link clicks","Landing page views rate per link clicks","Result type",Results,"Cost per result","Adds to cart","Reporting starts","Reporting ends"
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,Feed,not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_BrandMaxAmini_08-02-2025,27.14,"7-day click or 1-day view",9.86550345,2751,1.19921534,2294,0.01926572,53,,"Landing page views",2,13.57,,2025-04-01,2025-09-17
FB_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,CRS_EN_Columbus_LAL_OCT28_7PM_JobInterview_9-2-2025,Feed,not_delivering,ad,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,25.8498739,"7-day click or 1-day view",76.02904089,340,4.09638554,83,0.02352941,8,,"Landing page views",7,3.69283913,2,2025-04-01,2025-09-17
FB_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,"CRS_EN_Columbus_LAL_OCT28_7PM_Thai_9-2-2025 - Copy",Feed,not_delivering,ad,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,22.90901066,"7-day click or 1-day view",47.82674459,479,6.38666667,75,0.02922756,14,,"Landing page views",21,1.09090527,10,2025-04-01,2025-09-17
IG_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,IG_WM_24-45_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,CRS_EN_Columbus_OCT28_7PM_JobInterview_9-2-2025,"Instagram Stories",not_delivering,ad,IG_WM_24-45_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,19.99,"7-day click or 1-day view",9.25891616,2159,1.41480996,1526,0.01899027,41,,"Landing page views",38,0.52605263,29,2025-04-01,2025-09-17
IG_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,"CRS_EN_Columbus_OCT28_7PM_Thai_9-2-2025 - Copy",Feed,not_delivering,ad,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,19.73,"7-day click or 1-day view",94.85576923,208,2.77333333,75,0,,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,IG_WM_24-45_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,CRS_EN_Columbus_OCT28_7PM_JobInterview_9-2-2025,Feed,not_delivering,ad,IG_WM_24-45_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,18.32,"7-day click or 1-day view",7.93073593,2310,1.30214205,1774,0.01731602,40,,"Landing page views",33,0.55515152,43,2025-04-01,2025-09-17
FB_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,Flyer_EN_OCT28_Columbus_LAL_7PM_MaxName_9-8-2025,Feed,not_delivering,ad,FB_WM_27-50_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-2-2025,17.58537183,"7-day click or 1-day view",51.72168185,340,4.25,80,0.02647059,9,,"Landing page views",16,1.09908574,10,2025-04-01,2025-09-17
FB_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,WM_30-50_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,CRS_EN_Columbus_OCT28_7PM_PissGuy_8-2-2025,Feed,not_delivering,ad,WM_30-50_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,17.27,"7-day click or 1-day view",10.47301395,1649,1.16045039,1421,0.10915706,180,,"Landing page views",,,,2025-04-01,2025-09-17
FB_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,FB_WM_27-50_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,CRS_EN_Columbus_OCT28_7PM_Thai_9-2-2025,Feed,not_delivering,ad,FB_WM_27-50_EN_Feed_OCT28_Columbus_7PM_FBIGEngagement_9-2-2025,14.98,"7-day click or 1-day view",7.95961743,1882,1.35201149,1392,0.0674814,127,,"Landing page views",121,0.12380165,20,2025-04-01,2025-09-17
IG_US_Columbus_CMH_1028_7PM_C25_W_LPViews_EN_Feed_9-3-2025,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,CRS_EN_Columbus_OCT28_7PM_JobInterview_9-2-2025,Feed,not_delivering,ad,IG_WM_24-45_EN_Feed_OCT28_Columbus_LAL_7PM_FBIGEngagement_9-8-2025,14.05,"7-day click or 1-day view",63.0044843,223,2.68674699,83,0,,,"Landing page views",,,,2025-04-01,2025-09-17
FB_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,WM_30-50_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,Video_EN_OCT28_Columbus_7PM_PissGuy_8-2-2025,"Facebook Reels",not_delivering,ad,WM_30-50_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,13.23,"7-day click or 1-day view",9.65693431,1370,1.096,1250,0.03284672,45,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,Video_EN_OCT28_Columbus_7PM_NotADoctor_8-2-2025,Feed,not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_MediaLover_8-2-2025,10.97,"7-day click or 1-day view",13.97452229,785,1.15611193,679,0.08407643,66,,"Landing page views",,,,2025-04-01,2025-09-17
IG_US_Columbus_OCT28_7PM_C25_W_LPViews_EN_Feed_8-2-2025,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,Flyer_EN_OCT28_Columbus_7PM_MaxName_8-2-2025,"Instagram Stories",not_delivering,ad,MW_21-45_EN_Feed_OCT28_Columbus_7PM_Comedy+Events_8-2-2025,10.95359724,"7-day click or 1-day view",10.13283741,1081,1.22423556,883,0.02775208,30,,"Landing page views",,,,2025-04-01,2025-09-17
